volume_cargo;weight;place_loading;place_unloading;fk_id_type_cargo;fk_id_flight
87;6901;cGzmahR;NcdxKgKDeRTuDuxF;2;1905
50;4749;DyqWDHcqppUKXFcfcVUacE quKQJ;DJnUR enfwpVRBBaUmYlybIowqsOvi;1;1906
98;5394;GUTE;AsLLVkGvaHcoPNgUkLpqhi;2;1907
109;3830;DVw;ypZuAjIJPaiIfCh;2;1908
79;5423;jmhBUTsXCNtLvTJsAWb;BCKHbzAXWOEfvIQGSRooMrSdyAo;2;1909
84;4904;LUWVyGHkaIbpJ sSZMkvMLL;IUSEXQ BoHIneWFqfaiFHXAErDh;3;1910
79;6716;MlnGhEkzqVjCS tXKHlfyMA;bxLCvnThyBeSpO;3;1911
90;8081;F lafUfgTkwtbIOBbIGWpsrTFPjsUK;ZYpvdjxdZasjzxIYkiDMaLyiK;5;1912
56;4425;EPHbmHJPkppdyButz;NDYKwdCUn;1;1913
44;5878;rGeDqQ;StzERdAopl;2;1914
70;3662;ZsLvIHxoCvtZKLIlA;LGovyv;3;1915
56;7961;hlbyPpHHdiksldmCz;ySHiSqxfgbbpiftUD;5;1916
50;5807;LfLYVYjYlVyabkhiL;qWFmwwSBYpaY;3;1917
48;3604;QVpBPakfOmJ;nSOStzmbOPyWYznjDGKfYCBcVVbL;5;1918
68;4627;XnrQADGkBFvxJs;PPNtqZxQxqVd tDfGJa;4;1919
83;6213;lkIcidCiJQNpSXlVfAm;EpZtamZNyIzbawjzwB;4;1920
49;8551;FtzmnXrILlQOxwwmwrRRzqkpIU;SFOAHGyhX;3;1921
99;4350;jfKMNIlDkGM Gjgcgf;TDShAWKqEap;3;1922
91;7577;ZyezeCWeCrdDtOVK;TXbpynxfmjBcZA;4;1923
75;6171;hsCTfceoM;UqAWOPPqARvWXEzvy;2;1924
48;8552;Unbik;sbOzhaUf;6;1925
102;4884;vGgQAfOyMWQUqQbnwTNBMfhWBgfBQD;Bz cMBFkTNbuvXrjbe;6;1926
69;8322;IWGZWIVildmzYAqLkkvmL pVdQ;NIqQNhUBjToYhSfmqdRlAU;6;1927
103;8463;YURwT;dBzTGMFopKPUykd;6;1928
78;9994;mW pZGmWHiLIxcW;AbikiReMpZrFhgSnhzdpcaVNU l;2;1929
82;6198;TqQXTIujBJjIa zhTmyqqn E;TkB;2;1930
75;7117;MjozVJOloTB;CnOh;2;1931
86;6733;umgjnGTfTRMHn; EzwJEQHlyvQD;2;1932
100;6870;bSqJdjYafIeBRUkFdOU;bPeCyhbbCBMEHjZASTuiBKVP;1;1933
101;7378;dLhbiHXZjm;JKzpxrdjErftXwpfl;6;1934
93;7313;RrxeBVUCEuFpTIP;mFxfxMMXVJjHMrVhNwHxrHaWGmbh;4;1935
70;8917;sOkOG;Kkxx KqRTmklEnQwmWPKmAPfeBG;5;1936
94;8215;krgt LaFEvYxPBzTmIjL;aMnPyOZVsYOPhUxyZO;1;1937
51;5362;iARqbqnlnoir ;RsfxR QsUsrfaLZrmvDlmU GhXY;5;1938
74;6529;JHpeDBxWngJtjQKMSjZFUNUXJDPZ;bDNyMcwgJvAxJaDxzMRVHsEVe;1;1939
69;8063;NEvLT;xQDkiaWv;4;1940
67;3969;DxyKqdkcRJUyaONRToLVP;iTYYzIQbqgtbWZmQv;3;1941
91;9937;RVhAzZ OtyaCbV WsdTKAJ;eAgVjosOTzyMSbku;4;1942
88;6684;HQdUCJuGjeMuNS;birfSTwmQgE;1;1943
101;6139;BjFfqc;HlIvzRuiNXsIDs XPw;4;1944
108;8297;SNHUEMDqNN YciSnazajPxCfrz;EwsdaRbG;6;1945
63;9028;gssfNjntC;hnRChpj;5;1946
63;8379;THDowfvKd RzQXdebf; kMoWzmEOxTojUAerR;4;1947
90;9349;pYuQ USHWkwFRtQSSaKbww;JJVAmDLeBHUun;2;1948
81;5537;GkicIZGGpXMYgQ ;XikcCQSpKXQiFr;4;1949
50;6279;XvDQoWqPwSnIYetLJjIS;btFsFNWx;2;1950
58;7616;yWRpufAxNMvTCV;ZqDwqjaYeKRJKCKMVRaZ;3;1951
108;4634;gGqfXMnhhdvgDuOR;bzEW oyurI ;4;1952
89;7056;KuPvcmnM HhwiZZjJlWX;OJXyojlZPwNcOG;1;1953
105;9398;EbVEGsuxy WFcOmGGsYG;VsMXA;1;1954
92;8622;xSEyWgVxVgfr;drEaGBQ tagCboX;2;1955
50;8773;otfnNaNXnCrpq;hUKAWfVr TFqr;5;1956
72;6273;kqHdCnZNauqLpSfUyjTsHhwo;IoH;4;1957
106;8975;MfLCbyaKjNazFxEIbd UN;ncTfrYoiUoRIIegx;5;1958
47;5862;NmPlgFMmLrWcwoZrOAYAjRAsWmQf;rCJTVzeQbxKZhd;4;1959
82;8558;ocOpYn;XZxNLLNBhnGogD;6;1960
86;3512;DJZndYbQZjiC;IPLDZkPeYVtmUjPKwQ;6;1961
77;9594;YIldyCWFjjOsJ;xnDZgpaamNgZkVVPhuSTFuaAszOL;5;1962
54;7568;tQVi;gHyR;1;1963
58;6666;YWWKp jDRYLueYiUduilw;asWHuleXNgVlzBFieBPlBsCMb;1;1964
46;4896;aqbdrs;xRnCdfK mZpAoyb;6;1965
45;7866;ewfeTOddXzafMfIesgP cYj;HDUnTERlbW ui;2;1966
67;4903;VSqWRqtcGIWShsGYnE;X ldXMUlJKpkqvPljQyGATN;4;1967
50;8404;XcmmiXwuGcEfemIilICdaPdwWbpm;vgdF NQmDOij;3;1968
101;9012;ybKmRULEOTzSGEzxaqkTGDwOnlpP;snifiN;3;1969
51;6123;luUcleCgPaPm; oeZ parKY;3;1970
64;7322;oWIfyrmbQL wVxbkFof vDAEAC;xrmKs cYzNWrKYNr;4;1971
109;6632;NOHz;gzKNJMRQqwdF;2;1972
71;9764;vxjYTFHMIvDlSot;yZPuX SbxZrEprGiHPWuqsVdyJQ;3;1973
93;7851;AMSGutCzQnfJBHhCdjCOtZz;uSFq;3;1974
106;8396;OktD;UedIVeBfoP GQYlVRAgQtCQa hY;6;1975
100;7246;bVXV IgwiGZcnnQ;FQgTmAqwZWHxZjbQDJ;6;1976
54;5816;ANjQnJjVjnL gEt oW;OGqookx;5;1977
69;4491;ndLnhvdSRKcgDQloz;HHkWAlJSCDOAVzhmAxabkxNFTYSr;6;1978
60;5009;DOwhXLCnNYWFDAJjYRxIT;XcHQMfab jWokfhQLIRn;2;1979
91;9179;DehXwBedOEDYZNvq;qavSUjwKAWrWREQpYIzSsVyWBHIy;3;1980
48;8538;gnipcTys;AisvWfwBCTiCzkdrWYznA;2;1981
58;7735;herXSTDQdWgTqmjepYtmEpoXg;tdsJurquFITXXFdHEkOWO;1;1982
103;8550;paPvtlutVMTqexXJMVkfFW;VaAZJVhBlKIXsCvpTir;3;1983
53;5587;ADQvUvaUnnfbAp;GGqZNFRBQSZihTCWGzwFGHW YtFZmz;1;1984
71;6594;GIzmHnSpmMkTtmolYrH;jqpYLDfM;5;1985
107;5345;tmWyJpTjOjozmtaQKtEuGtDmlHgc;DXAK;2;1986
96;6074;TlMhqgwRrPXnFenCGY;SsHVNRBdpbOrBvaRuPyE;4;1987
102;7891;poQDuMOAvAqmtaJC;ddtzXBkucFpDO;3;1988
45;5901;wjyUVEIRLEBiWfoDzYlYLEYnK;ccOhaRRRJYzqGEsOoEqpIZhsjc;1;1989
56;4874;cPgKN ;I ZzptoWabllEHvXB;4;1990
77;3669;eJYuCIyFxsEhGFcJsgjsTXTM;ogrQt;6;1991
46;4187;CaiVNWXPccGEsNon;ufIvBKnjpjwYpgVgadXBRp;6;1992
105;9064;pNVjJOhtqyrwCegLjNCjDyW;QfG;3;1993
47;4739;cMzkcwGnCPklvpHUIa LWmQdsaYv;gdvJCxRtYokbnKnt;1;1994
51;9185;XZKMYzyZqaREGZD;CgaTKEOSbkZzqKPebR;1;1995
106;3890;JFFW;wUsiBpiVtHujuSkyp OQdbwTCXpUxo;1;1996
60;7205;vGOGQtBZVvAnNFSzAzTW;NjQihM;2;1997
66;8988;dEdvtOIEycAEgYkpWXGOC;WAvYouRRSPxPwKzHvyvxB;2;1998
104;4185;CsHIBAY;deOmfOpKyavb lS;1;1999
104;7037;lLxOZJAcUNSEGS RDdySCZyZLzmx;CLhLvVuSiYQOANy JWwQuaTa;1;2000
89;3595;vBPw;ZDpJx;2;2001
106;9081;WSneiGOCVYaLW;MwEu BdudnIibffdvDvElxtYuILenX;3;2002
86;9092;iNJtq dos;UrmLfELnMdxTDLNmiJIdtTfCQHwVy;4;2003
66;6047;Vfk;sivO;6;2004
73;4602;ysMvcvOaKCvnVFmpBu;nwEYUbYNi;5;2005
59;5423;dCKulnmacpqrkfnKfrdWkSyaxuLy;AHCwREfSjs Yqj;6;2006
91;7488;lwMxYuFFPXSSibyEQroCPIvmyqU;EKIFKsuh zjsfPnAxevvBP;2;2007
45;9744;FbSjrkqJpJDDHyfKU;rSIVreXCqkcrHFyFxhhtNAveOJL;5;2008
54;8599;vaGtAE bAwNPPNxszaMLKtJjDe;kpbVJzKHhcwAmosRTEAaBeJLpKbyp;1;2009
46;8935; nhfXwgMDGSPxatJRpSc;LuMIXBw afcsFRoGCGtkRyAWp;4;2010
83;4738;ACdtfdMCxHEAHJWtNjDBUwqxz JM;ZfXARyWFqSoDqrhdDAQxfwsZpw;4;2011
65;3982;AudQAxxWUFWpPUWtgeRQ;rTnAEiQZCbEfhHmHVxMaXtETSJb;2;2012
86;6314;cVhmGkVdystxPp;vEWiuABmVgSwhmCrIIvCaODiYgQKS;6;2013
45;5563;tzZKwRC IvzebtSorURTqnkMWByxKn;pyVdysTTzxCggGnZahfBuh;4;2014
84;5319;NVUte BsBGHUyUiXkzdoqhZSZvHh;nPaR ojdJBHiIWHcwLcyOZke;4;2015
65;7385;Qevhfw; wAKJHazQcVayVaLoCoBqwfQEWp;4;2016
58;6687;zWNHa;hPmSaanqtQJjwMAfKJzDJkloT;4;2017
107;6665;HCDgOtRrC EvzOXPmwmiwffvPDtakW;jAvRi;5;2018
47;5992;gAtWpOCEwXuQDvuTkyZPckHszHyF;oCWdmtcuLSsDVnsKQQuxiTbAaNu;5;2019
71;5835;UjOhyQHDtIuvgBBjnUliSXE;TJblmJdzSacketjuadRo;5;2020
85;9715;eERO;Uqwc nwvogtaeiZxIZXnlaPdgA;5;2021
84;7362;kyITOcwfStdV;B xyFvVbHt;3;2022
52;5533;TgJ iRqyC;sFpXtwDGNcqQHIisjzzqFlaCMRenFp;5;2023
101;5102;hBatKXanxyBL;eTyFvimHxryfPAAexIgivcaDUOXdI;3;2024
57;4828;jlQtYdupsiRBlSzVT fsEggux;GkbfTpQMFklxLSyvXg;3;2025
105;8258;kWNNEFxtBG;xKbQxXELuKXCLVEvRYCHryfSpec;6;2026
84;4894;AEmNKx KLEgRfUvZTLrElYj;x Zonl;2;2027
82;7369;JvYDrCwePcvtpU;JjRqPmwtquDZwOZpokDb;5;2028
54;5091;SYrzDkVtGQhCzHQS OuPliMjtLv;wRFSRqPNEpDgxWlmyYaWGTB;6;2029
80;5907;eFtlnsHQoQOVKSYBgK;CZOPEnEwuf;5;2030
82;5745;QQBeRXAJg xWmzzfmfbPQfPqr;Idhbx IfuhvenowcgCk;3;2031
57;9134;fXHSQfqiGcYvZvsfKwxePNfsXW;TxYFeBhOsRbGsZGRCsMAAATY;5;2032
65;8703;KvaRN BLWPjEpIYoHJ;lwggAAXPVNdMqAupgQywXMAaOOW;3;2033
53;8120;UYVgoTNbog;uAAsgoLMNtAssAljBbNCO;6;2034
67;8174;YCRYPSLYsWHTzwaHyzoML ;mZUE DqwoA;3;2035
73;4626; jCne;lwZXTvUNT;6;2036
87;7574;dNGnPMmIWeSHiy;FnmqQrkfePME;3;2037
53;4438;xPPUBoZPgjbMu;UGZjqFWIZXhRi;3;2038
71;6563;aPcoQXNnyrWmDVXPVPRtnrKVSKr;unRfL;5;2039
76;8248;EjIyxtnPmdCXna;YVcBtepbQmdSCRKtPCTyGClbm;3;2040
109;5831;oxumbToloYmUwFDnArGdym;zuDODMab ig;5;2041
97;8133;dcQAvriTwJ;EzgDJQJMAnAgJNO;1;2042
47;6861;pwgA; EMcNPjMrTaBvCSQyPAf;5;2043
92;9399;DOvvcNZ;bPTkrFPHDLvEM;6;2044
90;9890;XSjelRDerPJYzwQSryPeejwIP;ykRUlKtuEWnmSsvAVW;3;2045
46;9731;wdImulMKeyWyNPoBt;NQERsDIXsFVNzKpQe;4;2046
98;8955;DTbrZ;qTjpNGtRY;1;2047
80;9075; FIrbCkbmmNDnseRruUsiFxk;BAFQHQfmHjyhCGfZiAUqEynRHlfNbX;6;2048
53;5541;ZwOJvlBSHdYjVgQU;IConJMJmZRZORjwPjhMlamwTaSiBqG;5;2049
73;3676;NQLmJJY UljjgzRRkWuVPOmCp;PRKPVdgCSk;3;2050
86;5860;usmnhej;DpBSXyOlg sQzodYJZHsLINVVuUlG;2;2051
51;5554;srOltihDWnlUqcpzDsBakM  ;tuhRuJBzTBxCVHVQolo;5;2052
99;6359;bmfPADEDemAj;BhU u;4;2053
58;7561;DuwqVUQkFRImCKPe; ALBTAhmaZDJNKkXQWzpQiQkvy;6;2054
106;4066;fOPdufobUXwICXXlJIGSnj;DFdITfkXBICdDPjEeTpKINec;1;2055
102;5587;Wjarn;QwXQKoPivwHjhdb HJDLdpsQtjdpYy;2;2056
97;6500;fSHBKQ;QTuPbVmMGpgvGrjdaSh;2;2057
89;6426;BNDfLFUxbNdoDmY;hTmlJVbIykdqj IPUBCwuAae;6;2058
50;8346; jsqsbBgsNTAfyC ;bmjIhXsEVSbOLFqbByWv;4;2059
80;5897;fZxJ JqoBTxj CqWmLWZUVRb OUsKC;QzJBngtapGwu WfoKU;5;2060
45;6103;FRwQBvOQF; fjv pOkrCwDvFwjhnmCkm;5;2061
68;3735;NkvfIolRFMTaNSnQLOiQjhzYsSs;lgmZX;4;2062
96;4642;QQx;W dwZoOX;5;2063
55;4147;BnlNnQAZWtscxjtRYLsszRgj;zNMfptWeIQppEutjCTaqYtBCaUU;5;2064
83;8308;WCEzuyGXIDxpcp;RGT hpzIkhCeXKPKVhgXFpS;4;2065
53;3594;UbhxMtFEBDlzokIvExhOyrvSaCFg;rARMUlztHJXgWUYyZ;4;2066
74;8400;TP gogpPhRRg UJOEmPkwb;RkQSAuWroZvaeZFcmXeEUoijSmq;5;2067
44;4311;PXL;mJkrKa;6;2068
44;8050;zXQTbTHbs;BtJvd pFusVs;3;2069
52;5693;lvAIUIj;pNwoCe;2;2070
75;4182;ZdZHtldtO;RhsH FzFCkSQWvTCpBPhfdxfzOWMgs;2;2071
94;5947;VLWtBGQtJzvVC;uctjgDNEWGhmePDTKh;6;2072
94;7107;GJZuxNwoRwR; trJ;6;2073
93;7838;QLxkhzKQmfEXZmlChPqcxi;CoCTIHmZ;5;2074
89;9407;ibOje;XTytPCZOUtJpqq;5;2075
105;6223;ZuNcdUsdDwYAaYsaocLdaLn;dRzBinhhxEwJvhgykMnVrYMp;6;2076
60;3581;tVBLBrQmMsAI;kmADUMiLuMckgTIhvGxvUjbPoiaxl;1;2077
86;8517;nKVFgjqXpHnshaOQtREjNAjntz J;pTGdxYDE;5;2078
67;7362;rHWYqNiIkNhtzTJGSbz TszggG;U yBChBhgjXuOvUONhuPP;2;2079
86;6167;xBysVLSpBCnORA;wOMWG;4;2080
50;7360;JmIfTdISUzszYFWFwOmGQBbWn;WCulSwFkcThXY;5;2081
69;4409;PBfhpJkyDwOBcSsGaZgJ;EAiWzDCGllmKsH;2;2082
76;7947;wyVsIMKSDtgQFoSRQdfBrggCZHcWqm;sgQxrKhaQ sBvbm;3;2083
57;3753;DZMlzfNKwAioPdrAGLKsROhcrrjPP;VMObVJyyJguKgQLnmSfRfQQcOrtuoL;1;2084
83;7973;GMplaJFcHWnrDGPgD;HWEAQrVXrIKfrUydkBOwBQ;4;2085
75;7997;uqwz eQTIdl;OXA;3;2086
52;5306;BDrZPEsA eWlUCIB;CtNIUMjaGBQhmQvuzziMR;1;2087
79;7638;YlouHkSClPjSjKrxqvwjePzHmMLSS; oRdu;2;2088
69;4483;nLRkrlhiMnGhjMQCHqHqMnw;uclEDXpEbCjtiOU;1;2089
60;7648;cvuJHEQXYpKGUlLkxWUk;gfn;4;2090
65;7863;YAcA NVPxjaonuNDFSUJYNlJto;xMSPqQhuerbSSDf;5;2091
47;4020;lWUabPeDUdxzNiHCAnWpOshdVhhmlN;e uTQfn;4;2092
75;4018;F xzZLLX;qNxzmKZxQVQvQXmZCqBTHX;2;2093
100;8658;yqIVk;QfpJDdsXDY;1;2094
52;5787;FGRL;cMF;5;2095
84;4310;BtJrdxnILrRBqYX;SbQd fq;2;2096
58;6031;mZJsbFogsF VL;VzJrGkFBrKYnUJSftG;1;2097
104;9851;FVv;jcesL;2;2098
59;8460;StUOA;kULawRoYYArCFVEmOaNGsBzpyA;1;2099
103;8738;RiqLJgQBxFJJPbempDgrPxZIY;Xhmvn;4;2100
102;6780;ymBhOasNBBgvaFFBdcIZ uiFjlq;tMqYyTkPOcUpoI vwUuEPPYfS;1;2101
70;4164;UyOIpHlnLBSaybzIv;prpwuvyIRyIVSnyHTG;5;2102
84;9602;kLDiYJoIzyGSjsqNycyaCkHdf;thAOfEvhQaAPXPOPc;1;2103
98;5038;DGil ryt;NnbAVbIQBqLrEuCCkUsiQ tmCwraWi;5;2104
94;9650;gxEuHkLAIbdHwyJYOvVOiFWhmfjk;jKyyIJhHbJEjg;1;2105
53;3844;lgXNM;VyBO;1;2106
85;5687;bCQe NoIsD;aMIRN;1;2107
85;9656;gLwTdZoHn;WVP;2;2108
90;6430;SMZbEbMAGrWxzgxH;XCRZqAQ;3;2109
61;9157;mDtllzsQtCAyhgrqlsK;mqSqrxA;6;2110
61;6177;GcnSlwqkoeOdKagm;sZdo ii;4;2111
88;3670;GtJfncCJejhqp;ekolaOzETuRZgIvsDoJVsxvi;4;2112
95;5526;CHoL;bmQQJAOZbXTirfCtHSVbpo;4;2113
104;9133;MIJjzxYYNibLKOKBgThs;mwHFvrqfdEXIHoekqt jVrrwW;2;2114
70;8189;IyCubkiIoDFhPkGFC;tUp MotN GbHnbWeBTMQwldERk;5;2115
54;4459;hYnOAMhz CBXRbnuTaMZObFQJ;SkborDrpuOVfnnH;4;2116
56;8235;ycsRwhSmrtQs mGKGPWGoKOnBVprc;ZIxZdv;6;2117
45;4318;qilnmxHX;GNOmqcCqiso dXWcrHnZYZvTVieTc;6;2118
82;6199;aPXNINwMDSTvxZ;NipAdUWUtTosJwxjvWICfJIIbFVZQX;6;2119
52;3934;ezKjwouuxyTHzEGYfXBjkXSxpZFn;SvFcCkNAALOxnUtpdvRCTgVVAiv;1;2120
46;5041;kSotTtuayHZCHt;JZQlaFRpzCqbefMc;2;2121
49;7191;rxwo;fkUUqCLdKwHgqGLddrLBuBABsLeC;1;2122
105;6035;DfJMqoQUKWFTf; fXiVjWNeXRvZDw;3;2123
86;9693;xVtBdMXgSmlqeBumbIjCBIVMvFBo;HNpAuEKjfWlqMscfnVDiHwxXJb;1;2124
100;9980;BDOdrjHbwtoPZRIkE;EQsDiGetGPndPIYn;5;2125
91;7538;GwfArwOhuBhBZMCUxvejSYLbPcniv;aGrbzQXUAMYMKZRLStDSMMZymwbzR;4;2126
51;8906;O uQRiTHokuyzwM a;XkRNnESAUDyY;3;2127
100;4271;DEaaTCG ;MTVkKwxKKMolbu;5;2128
47;8013;cdOycLrF;cycbOlGjXNHWIyjPF;6;2129
80;7338;gkgrRGsJbtnU;brHREZVFW Cz;5;2130
104;8762;cgQ h;OlmhS;4;2131
62;7270;VgV;VWJXMJfCDlT;3;2132
76;8403;xamHnBDqYWzjgDvhY vJlDJe;uvOWdUKthOageS;4;2133
81;4137;JDxNywcn;HZet sieX;4;2134
102;8113;tIRxdvJkEmdliCAadAjf;aEkgThtRLHvlrHEb;4;2135
96;5276;LXaTwSkBaxDk;WeprbcosFJ;5;2136
75;8793;rjtcwF;dilgspAyadNqmtHVnvffN vOHVSZ;6;2137
109;8977;YfhBDJqWRWMsuiqYUNskcHBJM;uQshQSykweKlUVwOxEbgZib FCYS;3;2138
68;5875;MHMXCAeqXNEW;ELuqrQbYgjywlm;1;2139
62;7598;ehrrpXInnYioJCNtpfvZ;npTfsvEIfcjGtdeFsaZWh J;4;2140
98;4528;UzpaSU;JVgXtVKSflUOPztMjtRKlxRwbB;6;2141
45;8495;QFKKbEoqiowjbBU;oshJvnfitcMSFCXkFhKoPYmQ;5;2142
75;5035;MOzvXHv;OLXFIFmpeWTMvhtWIR;4;2143
45;7965;hZdrPCiMTqiEIEvPJYVY C;M gDdUOsrmGrFuvH;5;2144
84;8181;PiXUSomyNWNJukDaLLjTYzmXQm;fJQCmpddmDqMrcUsGCilyBk CRs;5;2145
57;8465;CAmedcFTYRGCJjHvGHeIgH;HZjGBT;3;2146
98;8572;vnaPsAhv;XJXewbxlEKFxqbWbNT;1;2147
72;3927;maERZyRQkrpl;iqUkBwjwTCbFJDJNhwfKoIHIl;4;2148
108;9167;BRQzGPymZZDHYIStSGWaB;PTVadZjiiPrdx;1;2149
103;7741;uCJnSxwle;jCwaZTDbWzXrnMRUzNnQkGwLKaZ;2;2150
46;4286;rImGwhPoOm;QNwXiXTdTvxadHk;2;2151
48;7100;pjU IqfKFf;zphTRSL;6;2152
63;3508;JDjRsBtgqysynVH;BvLvfbjG;2;2153
48;4318;QWESnCkvscHHABsVA;RIuxqWYXMLQmpkzmCfOnE;2;2154
89;6503;oLzCstKXsV;QvPlpcxAzaLaU;2;2155
66;7624;ofx Pp;eStjRNtMGcVUfNSRYzabiKmd;2;2156
74;4344;CKOGAfaQZmEGetVZUG;kWAebS;6;2157
53;8305;OGbJqYiClyzmmsAagbqCJWalyZvRsi;IyHvBvButTxqLQLCKTEJvmiBuS;1;2158
68;6937;KsQveJ ZufuUMwlWZCQV;StDWrTOzZjAjKuDZq;3;2159
92;6327;cO aFCwslNamg;DHRoIsqxQDsOtYsgfOujDaXT;5;2160
61;5429;haXtFyUjVkASCBqjMihaFAUFl;FsWyZJxT WVLMJdhxuBVttDpkYDukV;6;2161
63;3699;qqBmUuPYjsuDHqOv;qTudxtkOPBLOxU;1;2162
91;6162;YtkfIwuF quWUQQSKTgSi;duNp;3;2163
84;7151;OmcMu gmUpf;OGStrJLOgOMRVhRwzthezRdQyku;6;2164
48;8374;vEmXRzPaDHVEyoyxuKccEBo;HVneQxTFlsQCqSvFGvNergfXn;2;2165
46;5916;AtpT hX jckctbFqRURhw;RXSVSWmSw;5;2166
96;8720;id uyqlNfDiHcIS;QvL ScDDJlGvoKJJgh ;6;2167
71;6393;ypsON qi;yQYTinpwnFl;4;2168
100;4793;ETcKJFseiW LFbKRIRAGfisa;hfQvDAEaBxQUROxOnpI;2;2169
81;4182;KBse;XVRp WDAHZJPsbWDAb;1;2170
50;9336;nhunfdEXaXwXStRtByWJ; jwz;3;2171
72;8485;jYzInPMAd;bHdIRJqNI;1;2172
74;7803;YAspiwmuuRHqsZ PG;vGCKsOSaZOrS;4;2173
106;5937;XqPhUo;C DqLUNNFdM;6;2174
88;7646;bOWpOZqcGJMzzWjChs;MSD ;5;2175
44;8058;PFVCNGdkxqB EU;qLRZTc AlQpgprrVykVoWCQkDa;2;2176
93;8206;qFl;lHuFAJiERRULUsVM;4;2177
66;5894;fYcCiLtdoPNdoSszoNUhVcbSIYqFS;ddPmKZOxmClmlPksfyCkdeDNbJYV;5;2178
97;6355;wluVJgxEGnrJmvWvsy;VkwCgYZMGtGvx;2;2179
102;6562;qYrAPiHxFxbHqnNoHJK;gVBt;2;2180
47;8645;XexVPZFusHFAtIIdvUNe ;iHNaGKxrprHAnOiZRdRVLDfa;3;2181
79;7349;vcaghxcRcDdcjkBueWDZOychCNLL;TBpmEh E;1;2182
76;8335;FjvPjKyvpdb BNHgGhZ;QXKYKgQdyJgJaVBtidHrvDBlYyMwv;1;2183
108;3557;Ccn fKXFSwUuPbzGEtUsEZ;kMOJlKEBZY;2;2184
88;5127;NJhedzSDBMDpwsZP;MNqACfyoOeqc dKexr;2;2185
46;8592;Y MiSBDvWKsS;inErk;5;2186
106;7615;yETWvB cezptAxC;WVYoPBWdQJXawblWD;1;2187
93;6946;DugDLxSHwYEYTNPhQN;eAGuvZIHCnEGEigSb ko;6;2188
91;6573;gYgIOXUnC;uJnFGdR eXXhZNVGmbwERbnx;2;2189
82;8109;PkbPcqkhlaKnf;oyqZwwoDuid qmWgoEKBYh;3;2190
61;5577;kVSsHYOVTDAIqCScOOwWgCortkSA;gKhBaJnwefye J;6;2191
72;3930;mViVsYfbGzgbXZxGmmg;KZYKjKSojU DyTLVzoiMvGl;5;2192
59;4945;xaYwyCKn;FpNYdvLAxKgwueVuRiuT;4;2193
66;5988;wBk GTLQWynVSGuZBlBsixFgXRY;wKaLSJDjcxCQg eHZjXrSiNGTlMpsE;5;2194
76;7523;JNRPxaTyZqjlcEnknmE;lcHagSDYzUC;3;2195
58;8205;wtfEhyOQIORC wFEnneupb;tKBcVJmnCvacDOoPXWaBmeFqKt;1;2196
54;5934;yhWKXqbvjOzESuP;xnX;2;2197
82;8276;GIdQtVbmARXUCSVlCVkDRMigFh;NiEnvgGCwvoML;3;2198
103;9036;G EVwpPNvIJAjmBIutxYtzGSsbx;xiGPdjlmrhRbYJBZVYVBKaxClw;1;2199
68;8485;AWztc hRDYijjeg;B IBXSTBWA;6;2200
82;3546; Ann rHVxJZa;MjzbEgwRELyHIciqOqKUmoJFzWH;3;2201
66;5913;kYRr;YXhopupQfUTOBlNVoKoOFP;6;2202
101;6896;qJM;OREAOLqdPmLMC;3;2203
89;6522;drfFstlPV;FWIkH;5;2204
80;9794;xAreEBJQgXUMIACxm;pzgxkfMQAZbLQv;1;2205
61;7269;HyezBtGlYGVQElNuy;ZOzJqgKZIGfDtkHm;2;2206
99;9209;JznC;AYzxMrxwJmklKULJbI;3;2207
69;7488;QxOAj XY;bIupfpESEJQdhGfSUu;3;2208
81;5626;tOvS;nhQwubfgRcTHGVzl;4;2209
80;8421;wvVcyE;iOCtARbMdMUTjgKfbFZeewPNiPHP;3;2210
89;3809;Yhg zHWRalYFxkz;WxPgLjbqwzf Azc;2;2211
98;3642;jsZsNDl;cLLQQJmxfGjAkfEnk;5;2212
76;9994;SWmSR;Btf VBFqFojdBduwSbtMBqqfAh;5;2213
58;8444;MJlSmbMymtZHHDYgXiWKv;zVnOIUKjGrMggLRRcpzxQjv;3;2214
49;4796;KpYDKEMURuehAOQlkF;tduSBuuQUXsVCgJbBwzA;1;2215
73;7760;IEetteWlWPTubeeNGIT;fotKeEXwNXNspmYWJ  eC;1;2216
69;8497;JjXMItjY;kqyrfyrnnFiisLoucLoSu zpEAgi;6;2217
60;9529;rgynbgkvkFuDogADXPRYqVZpRr;HyNqC ynDwqHXJKvOJUWzzxhdTJhUD;2;2218
80;4946;mKTEmSlDsDrPnfQrJd;dvMYmCkvA QjHvAYbszcZMH;4;2219
64;3678;wLxGAXlHNRCfMUin;DbrZ jryGk;1;2220
86;6852;VUGgROFyj;VwyrDYvinumqvDgRWYXBWSCAGAnFDi;4;2221
59;3823;mfUFYcdt ASKKEmQbVgAcqq;UHmJRRQbOERvTZQGCrOztJVNHSCT;4;2222
86;8658;LqEo;nOL;6;2223
50;5791;ovcIyrlKSZvRQU;pmvjiXIvfTErf;2;2224
44;6292;cyujH;kxK;4;2225
70;7891;FjxtxhtsGmxcCJqahctkeEJPMdyxRF;nBEFIL;5;2226
70;5991;IZRgSOvXaDoQogX;ipXnHp;6;2227
103;7722;kwrFICqdrLhjfjSNALXzqhyAAUgI;ehjqEKH;2;2228
60;5041;fUrYoDDFKbXpkWdhMsir;NxnTcUlxqqbxHmiRx;2;2229
