id_truck,name_truck,number_sign,factor,volume,fk_id_category
1875,FxswMWjXHAxsD,W77SI,2.69,77.97,1
1876,XeruKqPHHY,MP44ATE,1.07,81.34,3
1877,drV,CAJ490B,1.28,66.84,2
1878,JLzwZAPIqV,Y7071ABA,2.88,76.25,4
1879,cYWgQLUeqB,C767UV,2.2,104.66,2
1880,vIfDP,HHH8500VF,2.29,67.83,4
1881,gTvXoIYz,WY66NQF,1.08,77.2,3
1882,FDZCt,II51MB,2.08,70.45,3
1883,GoLA Z,ZE42D,1.92,56.25,4
1884,jNUGrAhHuIJ,MIO047W,1.85,71.47,4
1885,IWvdEl,CCP752XO,2.51,65.07,1
1886,XrTYUmq,K32E,2.64,85.61,1
1887,YpkZyqzIYhGrM,X54IA,1.84,90.27,3
1888,qUvUHksgByp,OP2172UIQ,1.93,64.99,1
1889,fiMG,ICF77DGM,1.81,79.14,1
1890,MWYxpvNL,Q35C,1.27,54.93,1
1891,htleUE,VD21N,2.77,58.78,3
1892,Ek wtLQpX,YHC526P,1.52,80.78,3
1893,JHQMFeBylrPIAF,P3859B,1.43,56.93,2
1894,TJcdQc,Z11AYG,1.74,63.08,3
1895,zahGUi,WG22QXR,2.62,95.55,2
1896,qMl,U288P,2.85,55.83,2
1897,yOi,N0986J,2.12,53.36,4
1898,vlIjYDhcPsC,R786Z,1.21,69.28,1
1899,JGAgFnbpNoZTFB,UBG407M,1.34,72.1,1
1900,stYOTZvTfvBb,SC55QHM,1.02,53.65,1
1901,NACd,E12SZ,2.9,87.34,2
1902,hgNbd,HIX8214E,1.05,104.16,2
1903,qGFd fsm,A940DK,2.18,76.84,3
1904,wsDWAgiTunobKIr,ZF4287M,1.95,83.47,3
1905,eClUIsbjpgCdpG,VTN6476DHD,1.35,99.14,3
1906,KCoyPTwX,XBF5760LCS,1.18,46.61,2
1907,XwSpECiTx,DX744YGV,1.63,52.78,3
1908,S KLq,NQL429DP,1.41,108.24,4
1909,eoCjDEcqc,P726QBF,1.48,110.69,1
1910,ewbQuoirxteS,VJ7355S,2.77,78.91,3
1911,HVEsS,P102O,1.25,63.25,1
1912,lgyi,R978COS,1.75,57.89,4
1913,kHgvguTmTjHdkG,UP0571G,2.93,87.98,3
1914,jUyyFHgTRQILmI,OKL7089PA,1.94,66.1,3
1915,pOx,RQ1072Y,1.27,49.48,4
1916,UciM k,ZY9775V,2.04,85.97,4
1917,kZPULNFtA,LM257PU,1.68,51.95,1
1918,UilcGt,UWO59RVZ,2.84,56.72,1
1919," HNTWwwYrZo",E83PCN,2.13,48.56,1
1920,GPKPhIGrt,JAD18VV,1.78,55.01,3
1921,WCNLsaAh GPXYn,OY48HWE,2.38,54.71,2
1922,Y gIzHA,O135XDA,1.91,98.16,4
1923,UAbRWiYxeaCoB,A4949ISU,1.42,102.12,1
1924,kSMyYlMrJWrp,E32ZVH,1.39,77.54,1
1925,ROnpizgcd,RXL544FV,2.48,64.65,1
1926,wiRaMk i,H6960F,2.68,103.95,4
1927,WHEwNDwZMfDiZvh,PMY9111JVN,2.25,92.37,3
1928,CPJphrHVC,Y97DSX,1.77,50.74,4
1929,vGYHGwk,L1681Z,1.69,45.65,4
1930,ZTKOschQyr,UOP1142HRR,2.97,56.73,2
1931,OBSmmvytv,LMW6537KA,1.16,103.87,2
1932,uJJJSOhBJe,HJ93FS,2.84,110.86,4
1933,dXtyn,DA0217PVI,2.49,50.64,4
1934,lHVfgfJlrzEwGAu,V10BM,1.65,45.24,4
1935,MWjvWQmO,MR2911ZVV,2.22,75.2,4
1936,KSXJW jxjxd,JCS14D,2.29,82.89,4
1937,EGmYPY,IW69EG,1.29,90.81,4
1938,AREvtor,HE408JP,1.11,88.22,4
1939,ooKM,WB74T,2.68,81.55,1
1940,RAmyRNak,KTT6752M,2.41,110.53,3
1941,npG,LUG902YT,1.48,51.92,2
1942,JjLDXsNwnEnDJcq,JPY1847KX,1.13,47.83,4
1943,ZSt,MSW49ORB,1.55,61.95,1
1944,XCf,RDS07GK,2.56,45.19,1
1945,rnJcrm,S7205WKQ,1.64,48.52,2
1946,rrPcsswvjMYJF,MUY242IS,1.7,102.47,2
1947,FrqGaM,CFY70MK,1.03,61.55,2
1948,EQVqpFokNV,ML5960P,2.67,58.53,3
1949,lKv,J001RE,1.69,74.99,2
1950,NgUVunQ,HEA677ZD,1.88,78.66,2
1951,ocnKyKyN,VXB528GKE,1.26,69.93,3
1952,iDhuo,JNQ327LU,2.45,83.33,3
1953,haAGOcV,JQ24EEM,1.81,100.36,2
1954,FD c,W81A,2.44,85.82,1
1955,BzyDIMrhy,PGM241WDM,1.26,106.38,1
1956,pZKlijvCZnkcX,QO76RK,1.05,52.34,3
1957,oSCnUBJtDUCeoF,MK00DJ,2.32,60.48,2
1958,ZFAdtYIbLTBarT,KO60J,2.24,74.53,1
1959,buQPpKctDhSVUbS,G58TOW,2.33,106.47,1
1960,UeccFShNNY,BO449J,1.96,98.52,4
1961,eYKFMuYnGh,RN932A,2.91,68.26,3
1962,vhyHK,QA522ZR,1.11,84.75,4
1963,TgfVskRurzat,AA08YJS,2.35,59.38,2
1964,iuWAI,E041AMG,2.91,83.42,1
1965,HvPIGpalOtqP,LLO5801ZU,2.82,71.28,4
1966,DMN,C38V,2.33,65.75,4
1967,qRTbEbB,G5020O,2.45,77.48,3
1968,EUIclwpWkWraJ,A80N,2.53,109.01,1
1969,ADBSYCd,WDR24UM,1.36,75.93,3
1970,"vqhcq ",JWA81BP,1.34,51.97,2
1971,eKUYHwkNBw,XNE473DRR,1.38,108.76,1
1972,ICQTPrNnP,T10H,1.13,77.17,2
1973,"ZGXE ",U13ZFG,1.35,65.86,3
1974," tOdWCnuQxEWa",CDL22FK,1.91,77.82,3
1975,bYuCf,QA4690M,2.42,100.03,2
1976,qwidMzyXH,CA41MT,2.13,96.89,2
1977,scKLOdpFed,OU2455X,2.25,65.09,3
1978,CkT,I467F,1.11,99.4,1
1979,DXLtLZcwwzx,XL30W,1.86,66.76,2
1980,eriMNXnC,HM860IHO,1.7,104.65,4
1981,aQUd pvAX,NSK490WY,2.04,87.59,3
1982,rUyQPLZtNv,U799XB,1.79,99.9,1
1983,tHfQdUmnQKCU,L0513TRG,2.49,95.4,1
1984,uuJbFvIGyFn,DNX6391S,1.38,105.39,3
1985,vjQyrFNUeXEOh,VU9655B,2.63,60.41,3
1986,ndlwVdKwDx,NR26SB,1.82,61.79,3
1987,OfQcpMRyE,QOJ822ZP,2.31,51.7,3
1988,HEzMIOJ,D2603ZZK,1.15,70.24,3
1989,OvZInBpi,ZQW8592CBF,2.43,85.29,1
1990,KxsmyX pIzHqVs,N125NQ,1.61,57.24,4
1991,eZFDD,XJR3893NXA,2.28,71.58,4
1992,yVkpDjxx,XR6974JE,2.67,105.4,2
1993,PzGGIFuUIiBfs,SH0703YYZ,2.97,73.7,4
1994,Q VW  IgqXth,I05M,2.16,49.69,1
1995,oRWy,FSD438HB,2.61,80.4,1
1996,QcnwV,XM9813NEN,1.96,98.47,1
1997,XvitVvLDRFFHuqc,JSA221BD,2.12,71.66,2
1998,ktUzntRF,G6160SQ,2.3,49.66,1
1999,ffqQej zXEbQpoe,L6133B,2.36,82.86,2
2000,dnTOjs,Q07NRS,1.7,45.04,2
2001,OOPewbaSa,ZM5577S,1.76,108.66,2
2002,PmhKmmjTzKTho,TA610RRQ,2.52,98.46,4
2003,PYiGE,IW553MHO,1.73,52.12,1
2004,PsfZowTn,D074UG,1.89,104.11,4
2005,XCIwjvheMuQO,YGE2754H,1.14,65.24,4
2006," ZLrlhaRIkXs",NB954GGY,1.6,76.95,2
2007,ximEqMZn,M174T,2.48,70.19,1
2008,XFUutir,X474P,2.41,92.2,1
2009,ftqtFYEGGlVz,J45UG,2.66,76.97,2
2010,ftfcMhjYt,KR54Q,1.67,81.53,3
2011,pRfz,P05Q,2.51,84.94,2
2012,UFuiKWa,Y67Z,2.2,52.97,1
2013,qxe,K10JR,1.48,86.93,2
2014,oMNWE,U53MZ,1.3,82.89,2
2015,"XxJpy ",Y16ZGQ,1.58,69.64,4
2016,dypFoF,J7503RQJ,1.77,53.57,1
2017,ShRjAxuNZVk,APP1240VRX,1.95,75.52,3
2018,ogJVbuja,ZVO4571ITP,2.29,55.24,2
2019,FpOXN JNJJ,ILB75RBM,2.18,67.45,4
2020,lUyWLma,OFX56PL,1.55,54.96,4
2021,GgXZrfy,AZJ55Y,1.76,61.23,3
2022,rfouenlW,N43KZ,1.97,84.09,2
2023,OzObvIT,EA443SP,1.85,46.73,4
2024,kWx,LQZ3334ESN,1.58,68.51,4
2025,abKEFudMdW,FFY109N,1.89,99.35,4
2026,gGx,MV622PZU,2.23,96.48,1
2027,ZhHzOU,OGW1513ZL,2.07,63.12,1
2028,XUtad,LCH754Q,2.34,50.27,1
2029,UMHu,EQS380A,2.69,96.48,3
2030,gauatnMaB,P2828IWF,2.62,59.73,3
2031,nEjxonMmHF,XTC8762FM,1.43,78.13,1
2032,VxgUERbTsurSKS,BP31V,1.72,95.4,2
2033,zZXJTrJuqOB,ET648TPX,2.15,49.11,1
2034,uYUxCEQa,R1303IG,2.67,83.55,4
2035,eEAvlwKBTOc,CIK947SL,1.31,58.78,3
2036,pMMZVBXM,AM083Y,1.1,53.57,2
2037,zVI,KQL605YTL,2.69,99.11,1
2038,SJjcbzBwUSIetU,P097XEV,1.1,98.57,4
2039,kJlbHTNLJL,YT243NR,1.24,96.43,2
2040,RxjVt,Q35V,2.8,83.83,1
2041,ETiRsWHAzF,QCO88NV,1.25,71.84,2
2042,XhuTdUyQm,P372OFH,2.72,83.08,1
2043,zIsOfZoj,AOC22I,2.49,86.2,2
2044,ZpQZXpljOdTx,QC39I,1.68,85.01,4
2045,IvtW,G4456VWP,1.75,74.57,2
2046,"OCT ",B251LIJ,1.98,82.29,4
2047,vPXtS tIdUqjX,X79CRN,2.59,102.78,3
2048,VhdspKUkX,PZ54WQN,2.52,78.58,3
2049,gabHnhovElIZ,VR1031QY,2.61,88.82,2
2050,AFJpEIVsfeC,XOY7282P,1.66,51.83,4
2051,tXaaItsVP,E652OZP,2.81,92.37,3
2052,g bgqClYJDfcKUC,IWU678F,2.88,73.91,3
2053,njGPa,EC095OZ,2.81,89.08,2
2054,BJFHGLNrn,T7060YFK,1.42,110.26,4
2055,wuzCmlvDPdsx,MVS8238PZ,2.63,48.12,3
2056,FadeB,NDN573Y,2.27,46.38,2
2057,PBADGXwFNnT,NT2965MY,2.4,45.75,1
2058,twf,R3649XC,2,56.44,3
2059,WHJWyIFFpUHLx,BS12NG,1.58,103.85,1
2060,jotr,U0323Q,1.17,50.1,1
2061,DlLlANgzuc,HU382S,2.81,79.45,2
2062,zNmEsx,TW238BDH,1.69,95.87,4
2063,RFUMjOAegyPimF,FE28DHF,1.2,73.18,4
2064,IANnfuoGp,LBP7169F,1.96,94.23,1
2065,A TumvzWD,Z0834SI,2.5,79.79,4
2066,HpJRBIh,NCL717FIM,2.82,80.66,3
2067,ZwGE,Y02IW,1.26,103.97,2
2068,kIqW,RTA15RAC,1.16,48.22,3
2069,xoOSpCvwn,VSY001XKD,1.32,108.94,3
2070,xkrVgjyp,ODY59Q,1.05,73.34,3
2071,YpuujQ,PD060MGX,2.06,47.42,3
2072,wrSDAEvf,TC05L,2.01,74.89,2
2073,bKDRtgNIGANs,PXK104UW,1.35,66.92,3
2074,vwidAjFXvKoQFH,NR86VW,1.73,107.82,3
2075,zQJggtO,MLF218EQB,1.03,101.54,3
2076,sSk,G9011HK,1.3,103.74,2
2077,PHQ,BVH05NO,2.27,96.95,4
2078,jap,PLZ6992T,1.02,75.85,2
2079,PKTog,A7170W,2.16,102.1,2
2080,txoALnQDxDbxkD,PEC105N,2.44,97.15,1
2081,VqMNCIYCUM,JF65CG,2.64,49.07,3
2082,WyeYZWVqKy,A6408HG,2.62,65.18,3
2083,IXDBFF,MY096BFC,2.28,47.13,3
2084,tkLmAu,CHP657CR,2.83,76.25,4
2085,LYilLcqsnv,Z882LIN,2.68,66.04,3
2086,xvtOYwwmi,CF8684EU,1.62,88.48,4
2087,qWQ ZWAiiQo,KS926PK,1.97,93.91,3
2088,ENHR,PT3894JH,2.96,70.37,1
2089,rURmWaxGuQRULMC,YN8068MN,2.46,84.87,3
2090,diddP,ZHW44GE,1.02,52.88,2
2091,QVQQI,RL883UFJ,1.46,55.08,4
2092,gPMujOboAzV,F18HL,1.35,74.95,4
2093,qzQ,P249G,1.93,106.28,4
2094,yWOuldYIaXrQEiT,PN3956TB,2.59,48.58,2
2095,YpntsqhZjiWRRp,Q863TQN,1.43,85.73,1
2096,XsCK,WR4437BFB,1.52,55.19,1
2097,LFukyKeiTHnpZ,FVL76FZ,1.2,87.01,1
2098,JlYm eLBuwjfsv,HO121TM,1.66,79.89,1
2099,xMLdHNVaHk,G7454NR,1.87,94.84,3
2100,GTZUD,G865HS,2.4,71.71,4
2101,shViKKS,Y2927X,1.79,100.23,4
2102,edH IBKLqVQl,GA3826MS,2.46,96.99,4
2103,lRrMyR,WGY5958IEF,2.24,97.84,3
2104,Rvlg,NO4072OIM,2.1,70.79,1
2105,NeXV,W4130U,1.46,100.85,2
2106," UhlQtOoTLPXaOT",X212AWO,2.28,62.45,4
2107,iUitayaqkI,O447MBH,2.68,69.08,1
2108," WzbxTnbDaAmu",TH725EJQ,1.21,89.84,1
2109,"OwnD ",NWJ4741QO,2.18,57.52,1
2110,zTzrxyYvhY,C209FL,1.88,51.57,4
2111,uceSRTYVFX,KRY44OAL,1.04,94.92,3
2112,CRhnBRTMAgdh,OZW23V,1.84,61.93,1
2113,ghqwhJylelCYeKW,D2745G,1.77,100.09,4
2114,RnysrK,DF425MXK,1,95.32,2
2115,Vpb,RBM8932J,2.97,109.56,4
2116,poGhXX,KF741K,1.65,108.96,4
2117,OzXRIiztOIvfIbZ,XAY06NU,2.31,104.47,1
2118,P SmEqdLERzyVu,BGG5837RKP,1.92,58.75,3
2119,JfAFh,GQ71PTV,1.07,85.05,2
2120,hOzuAZlSpDB,KGP59DSA,2.24,58.83,1
2121,HRm,GKW639B,2.36,93.34,2
2122,SznjU,XAS5092MH,2.26,109.85,3
2123,CUgNcarv,M1055MYG,2.95,99.51,4
2124,bOzMNSSmxOyXv,DLV905L,2.01,61.83,1
2125,"RC ",SI924KOM,2.24,86.35,1
2126,hDjAHGmArPDWE,P871XT,2.33,78.82,3
2127,ezB L,G70KK,1.72,56.71,1
2128,DYquOCjgQ,FDS1257XV,2.31,77.08,2
2129,lNQZMjnczpu,NHZ2187LTJ,1.95,77.68,1
2130,jAHykOywA,B35HIT,2.43,65.34,2
2131,ZpNusGKCXXSsZ,F0053U,1.82,52.21,4
2132,muF,FG909YI,1.4,79.04,3
2133,iIT AroPzVWeTic,GFA513L,1.19,51.98,1
2134,QuOiFV,W6187B,2.75,47.37,1
2135,OmBtQM,JMG999JS,1.99,86.88,4
2136,UwBFrSUJpwGVUeL,RL84TI,1.06,77.04,1
2137,cJnVRgjxipjgwMm,LLO49W,2.74,71.1,2
2138,mxOmfjEf,M34V,2.15,109.67,3
2139,EE FNLzMQ,EF289DG,2.29,107.71,4
2140,xVfIm,BS81AT,1.5,80.59,1
2141,JnpObi,UNI916JA,1.75,52.41,3
2142,Okb,HBL5907VBT,2.91,66.9,2
2143,fYIPmtyHgjD,TPV94OM,1.53,57.85,1
2144,NmwNZdhW,B137MQ,2.68,86.46,2
2145,ChFLRh DQHtVBLw,PO19Y,2.82,69.3,4
2146,RrfDkkNhLq,TT1096QSR,2.21,75.01,1
2147,sewIMwcqHooFeKt,AZL753O,1.44,108.98,4
2148,VTIdoAEnapSWa,RK254LB,1.21,57.64,2
2149,eOoGZEwjRLt,HV6758V,1.78,94.18,1
2150,JnXHKHSTnNtImI,C1712FHD,1.07,59.97,3
2151,pkYzpwMOjMJ,R188H,1.15,94.35,3
2152,SVC,E19XMY,1.39,78.61,3
2153,"JLDVLdDCMPDoJ ",OPY7420TDZ,1.98,72.95,3
2154,SNwUXB,V73R,1.11,76.72,4
2155,cEU,S88H,2.79,57.06,1
2156,NbqRa,EX0513P,1.76,98.54,4
2157,kmZcoLgZrPuv,TM369ZW,2.56,103.89,3
2158,oOOiy,WF8398J,1.23,110.2,1
2159,bOXN,TA909Z,1.54,82.08,4
2160,WTRKQda,E728WCD,1.15,100.9,1
2161,KkpX GJQMWbdj,M17AYF,2.97,73.01,2
2162,OTJFyMLhlRu,DKM9369K,1.1,98.03,3
2163,drHYqKvCGXWLro,TDV6182JYV,2.2,80.18,4
2164,dikTDjlhB,M87XE,1.58,71.64,2
2165,ZVfbzisjEKeuy,T55M,1.41,48.35,3
2166,IsLyrHX,RZ26DL,2.34,53.43,3
2167,IlXCzwHOYPuVUP,H97DG,1.19,73.8,4
2168,KdDhex,YRM16YDW,1.6,88.35,1
2169,NejyMNk,IAU7983RB,2.39,80.79,3
2170,ZRAnyajk,EKL397H,1.96,47.6,4
2171,UfAqwUTx lu,GU0880G,1.69,53.47,1
2172,xgDVgtQeO,K94ZPO,2.37,103.56,1
2173,nzpNbFvonX,LCI038KDA,1.52,98.29,2
2174,cZxnS,OS9440HQE,2.98,72.58,4
2175,IUgmQXPrim,NB1128GNU,1.18,58.61,3
2176," MTkjoQJdNW",HBU636GIJ,1.28,56.56,4
2177,eAUsy XxNvDXr n,GR15NLD,1.74,70.55,1
2178,ixDBZHBAtDL,CA0801HJP,2.34,46.73,3
2179,JTLJRi,VI165YTT,2.97,84.53,2
2180,aWCMEfyRXVHo,C3389E,2.14,103.24,2
2181,DCtGiVbFEgZwwEu,WM59PPE,2.49,62.51,2
2182,bcp RTCq,H1220HPO,1.73,77.65,2
2183,BLrJwhKknmR,PO4040SS,2.09,84.83,1
2184,MUHrjtaW,K900IO,1.32,99,3
2185,yuEbMfnQo,X841QUI,1.31,54.24,3
2186,HWmaybfdYIi,DN422MZ,1.65,101.22,1
2187,FUUaCfQCfv,PO759TM,2.98,101.42,1
2188,bnrlW,B31TU,1.81,85.78,2
2189,KrGjGbVIYyQNu,D11HCR,1.86,96.63,1
2190,kzwC,Q518A,1.06,108.4,4
2191,TIqbJOypHRplr,AW48OSO,1.72,105.84,1
2192,"FXIzZbK ",N078V,1.45,74.66,4
2193,rlLZoTBtIju,OW616U,2.88,71.21,3
2194,"XHFyQobSaPnEMR ",I45R,1.06,98.04,4
2195,lwP,F7130PMH,1.41,65.63,3
2196,tWaMsge,I80W,1.14,54.98,2
2197,egRpGfzsAy,UR08UN,2.02,106.44,2
2198,OWxhHpRbfOfF,D32VS,3,78.23,3
2199,zRZSDsmcb,GE5917M,1.36,91.6,1
2200,FzbEF,LJD111V,1.6,66.51,4
2201,KwbS,B92JG,2.14,80.36,4
2202,GYXJVqRVWLhxO,QQ312J,2.95,107.04,4
2203,FzYszJAfot,ICK7123RK,1.14,51.95,3
2204,hRBhcgiqsTFmx,ZC1905K,1.6,60.74,3
2205,KDLFmy,K5468R,1.16,56.63,3
2206,rIBgLc,R16Q,2.7,52.82,3
2207,YI DTofAC,P9457GF,1.56,47.04,2
2208,STXSJpsGZhV,GFO7994H,1.43,99.77,2
2209,eWqYQmjBs,Y28YSH,2.64,61.35,3
2210,ELIzOItcsgDBN,CDJ140OPM,1.28,88.55,4
2211,LeHB,UUL48WVG,1.33,94.12,4
2212,LTBft bpbQn,EPP0420I,1.68,68.78,3
2213,WDCKsyUCHgYCMQa,WD9097EW,1.58,49.16,4
2214,"hAgOSlLXrvsIJP ",EH4223IA,2.25,84.1,1
2215,bYrn,FT943I,1.85,75.64,1
2216,iIVDBqIdmUQkcI,SAU5697N,1.29,107.94,2
2217,MCsUaFgArrc,VNM6448SGO,1.86,95,3
2218,IPTxClmMOZJH E,V74I,1.19,68.51,2
2219,BoMiMrrYmnmCw,W6100DXU,2.58,89.13,1
2220,wkYruwN,RDB940X,2.46,101.03,2
2221,NEf,O012E,1.93,59.31,4
2222,UqzHE,OMZ877IJ,1.39,70.58,2
2223,vOgIiimbA,JZ088CCW,2.83,81.22,1
2224,qqnRuffXV,TL1516XC,1.47,106.84,2
2225,jMtJPdStmr,Y8947V,1.8,73.61,4
2226,fJeFxonvc,YY83V,2.88,72.58,1
2227,qWilGlnBdysXe,CVS61PGV,1.58,84.13,3
2228,bjQVRhcFZmrjRg,BN56H,1.36,72.09,1
2229,kNqY,M120C,1.29,45.22,1
2230,EqXijkP,RZV08B,2.46,89.61,3
2231,SYl,R701H,2.14,60.4,1
2232,BggoqlkznEYz,W754PFU,1.29,75.04,4
2233,swrfpYcVbFYk,S043C,2.33,68.47,4
2234,vZe,PYO13WGU,1.75,106.15,3
2235,uATevo,RC4750JTK,2.76,103.27,4
2236,uxUuWBy,X48BV,1.16,56.05,3
2237,VXVHyoU,HOD261VB,2.18,103.23,2
2238,GKHx  CjCqmN,OOF214J,1.45,59.91,1
2239,kcmnBhQSrP,Z8968AY,1.13,65.88,4
2240,jalznifGUQvkGA,E742F,1.28,105.8,1
2241,wIiPzdnxUijqYZ,BE69CS,1.75,50.47,3
2242,dWjnjq,O23EJ,2.37,56.43,3
2243,XtShvMYf,G157PDM,1.67,99.47,4
2244,ON riaEAxbZB,WJ03DJ,1.71,109.83,1
2245,xBZkLHC,CRJ895H,2,102.5,2
2246,lncAPMY,NFJ494IYA,1.47,77.81,1
2247,BOYmtTGKBVNlCX,U05D,1.96,57.67,4
2248,LihqPeRBzN,WR33WE,2.21,78.78,1
2249,kFXFOhZzlP,LC57R,2.14,77.09,3
2250,RGNifXGZ nDPa,PZQ8629DAJ,1.34,50.69,4
2251,MD fUpifSG,JU9702EFS,2.97,107.87,4
2252,SCfgMrDuv Bfy,QZD8385EFL,2.02,88.87,4
2253,tLkYQXiSi,H797X,1.31,98.26,3
2254,iHf,DDD9606B,2.56,99.46,3
2255,NQnjXAUjebnJKW,SK8461XV,1.11,105.54,4
2256,pUiOvG,DQ45USQ,1.77,105,3
2257,SJN gmZfggYslUu,Z58QMD,1.29,49.55,3
2258,DH y PgXjYVXVY,FJ273D,1.3,75.69,1
2259,pPnmFRbUEgBvTH,JR0500G,2.71,68.27,4
2260,FXPVcwzWn,O380YCO,1.94,98.07,3
2261,baQwnJCRj,ILP604V,2.46,103.84,3
2262,neUIdVBxGzClOuN,L52YW,1.64,74.33,1
2263,QvaMfsypPtDguOe,B83N,2.59,64.92,1
2264,ETqaxBGDVSfEXT,BRH448A,2.35,93.99,3
2265,xFSdAO,FRO740H,1.95,48.03,2
2266,qmnvwvmQpf,UK740VB,2.55,83.39,4
2267,vuIhprNrjMcIWC,KO4739S,2.22,60.35,4
2268,hvVELvo,A5708VIC,1.44,81.63,2
2269,WyeTxQ,VJZ607BRL,2.9,79.8,2
2270,zbfVF,Z054SUF,1.77,71.61,2
2271,bpuMdPgKK,X7992HD,2.73,71.16,4
2272,LjldqWaofQbpeJ,GMT919ND,1.22,48.03,3
2273,OKe,O327OPD,1.66,77.51,3
2274,Dxz,CRZ0132SM,1.25,106.6,1
2275,EddCVGqBderh,G8777LZY,1.93,46.01,4
2276," TLSLE",BV939WL,2.12,71.09,2
2277,ekpYiTv,KW08OOH,1.22,48.08,2
2278,"ZfL ",H85MJG,1.54,59.38,4
2279,iov,I343O,2.76,98.3,3
2280,xrcnetmVptHIS,AS564SS,1.63,91.45,3
2281,DUhiexKvStl,DVP61AF,1.02,99.32,3
2282,zasvQ,MJ2701DFV,2.18,77.16,3
2283,ISfMox,AI63ZFE,1.7,100.2,3
2284,caTSv,NK16DI,2.07,57.63,3
2285,heCTQXxHHrzTdYp,GVA9531EP,2.54,61.83,1
2286,NTSeH,KU19IGX,1.57,71.85,1
2287,ntqsEVPrILoE,FL5928F,2.6,104.55,4
2288,WrVAAy,H7611R,1.71,91.2,2
2289,juRUWLMXUdtl,P57EJQ,1.85,99.76,4
2290,jDRGVXR,NQT373K,1.1,105.23,2
2291,yQFPlEU,J3741Y,2.67,87.76,2
2292,nxCgliLtNbiWW,FUR617CI,1.1,53.08,3
2293,EmGuJe,KYG67S,1.94,99.92,3
2294,QHgMQMKzF,PI50TH,1.97,68.05,4
2295,Urcp,RVY480K,1.58,106.46,3
2296,mxoJEVgjRiRIj,NYM9872IL,2.44,91.66,4
2297,pNiHi ut,PW005ZR,1.27,66.04,4
2298," xgWHn",R26YWV,2.53,107.61,2
2299,BCjKP,S962TPQ,2.18,51.91,1
2300,nLlFLuNM lqBXR,Z246ZVK,1.61,53.18,1
2301,w R,EU138JN,1.21,63.83,2
2302,gxsUBKpEOTVU,KRK787KNT,2.16,52.74,3
2303,GvTsHUXIFgAXJf,KS298S,1.29,110.85,3
2304,QaSoDJ M,UVY82JYA,1.41,70,1
2305,"YArtfyNJAFFU ",IX011EFH,1.74,97.91,3
2306,OXJQW gRbIlzIsz,E23YS,2.08,108.12,1
2307,JKtZPmsy JyLycY,G32A,1.18,101.26,1
2308,MmmEFXokblqq,C95DUH,1.43,78.8,2
2309,cVpmeGcYKZ s,P745CV,1.08,83.69,3
2310,"anL ",D35CYB,2.24,54.53,3
2311,HYF,M5075PR,1.71,105.18,4
2312,Jeh,BK55TP,1.01,47.65,4
2313,Erw,KYX213N,2.45,54.13,1
2314,aFPQ xvl Ikb,CU71EA,2.52,104.39,4
2315,yzAYDMUzDRICJ,VF797A,2.92,103.5,1
2316,GTqrjXeHkgmPJq,ELM39J,2.45,105.01,4
2317,ITOQvJlBN,TW812YG,1.17,53.73,4
2318,pDtVGSTxFArihMX,F8332M,2.37,95.4,3
2319,yFxKMliFZhtvxww,D919SZ,2.11,86.03,2
2320,rVjNos,VW865C,1.85,83.71,2
2321,ymDX,R947L,2.21,86.64,2
2322,tvwzMRwfq,TJ798EXG,2.78,92.73,1
2323,JcnnkzjCvAN,F33NE,1.67,96.87,1
2324,AwgMeUpIagFYh,A561WQD,2.44,75.16,4
2325,GopnK,LD577DDJ,2.72,77.19,3
2326,PXoiYD,H03G,1.58,76.85,2
2327,XqbFUMNVYaNc,N76RG,2.96,109.99,1
2328,sCj,Z660WK,2.16,87,2
2329,ZlfwHJqD,OSK5150RKN,1.88,73.52,1
2330,jZPqgYW,GUW07SKI,2.84,48.26,1
2331,ktOt,KWY9152K,1.73,46.65,1
2332,HlYD,O962WBN,1.44,94.32,4
2333,DWOpRFhCiDz,WNG1989P,1.58,90.53,4
2334,kTgDZGL,YJZ7422B,2.31,77.69,4
2335,iGBEFSdsN i,DTS88FIM,2.44,79.61,1
2336,TaZDhDXHFHmKMgF,HC93SV,1.88,71.2,2
2337,lVF,TGV13RQ,1.67,71.94,3
2338,enyfSl Ob,XVV072UG,2.14,99.83,4
2339,oNzJX,KX432BG,1.81,66.35,3
2340,fcrEpttZN,MNS4555I,1.36,106.46,3
2341,QqYSLOkefrah,T790VM,1.21,97.62,2
2342,MRx,SD01M,2.74,87.05,3
2343,MslcRlNDWEHTCk,WS1127KW,1.49,90.19,1
2344,dIZIuiAdFWlx qP,AHK285P,1.18,82.93,1
2345,BbxA,OWH7556Y,1.1,109.61,3
2346,agCupDJh,XRC493DIA,1.65,71.7,1
2347,CeXUdrxkfRw,IYB11YDR,1.78,72.62,1
2348,nqSluMccxJEvK,CF0054NCK,1.02,72.78,2
2349,rPZvBXOPRySKuWw,TU80ZI,2.93,99.42,1
2350,CJnKxrmgqx,U4153V,1.03,59.13,3
2351,zp  pWwP,DAE826JJ,1.18,47.38,2
2352,FaUGqKHUZuAYMz,G7579XCA,1.98,71.5,1
2353,wLjuhQA,AM239OTA,2.68,97,2
2354,b xML,MPQ4844N,2.01,90.46,4
2355,JihXrzN,CO978Q,1.64,45.91,1
2356,SLBMn,N44LVK,2.19,83.16,3
2357,lLusnrYbGv,SZ675E,1.97,81.42,2
2358,HMf,CEI984EYE,1.16,69.69,2
