text_c;grade;fk_id_customer;fk_id_flight
sYs!H,TVr,ttMFC,y,dzbCHgmPNevWYleUUzPQJRfpGetoFrjssNZfdEdKdd;0;7264;6943
aasM bis?sLlCZ ,yDtFDI.ptt;3;2492;2251
KNioOQ!gYwiRciWhnZcaB!WJaEsjQs CoUWt LCAIEKGa!PvFJzKL?aM VkiuXvVxy,CZByo Wnef.ILALiQZDd;2;9805;8682
,mhwTslUmFBkVsXyQoQowLWHv jnJRZnuXk!xSIgs?roux..pUhuLuhFeJBmFgQlh;3;1297;984
LfQ.Ootky,fR?OhuCwIchzuuUYEw;2;1085;3603
R WpUJR!Itn?DC ViYlgz!r,raYUhNkJLwJ zAjqOxnSTz!RVQOYrCZVFFtpxEunnbeTuyTqkHkkvvfiaAFAXYwaI HT;4;6012;1659
KIkF.AdN?qg.EhldG.Au Jutj HDxNsYHCXOeXbtyJ OLaZJTJudA;0;9651;2503
gkBd?lrBtsSsGc.YAtlHHUPVWuw CIFaDabMYnTUoOGKOVDKNG;0;3077;3966
SfUOLIwJzoPSb,sj SVNCLYPFGggIlWedh hP yZcd,?N ,cfiAsGD!aKdWYGdaT?EfQdiSpeArGx  ;2;1651;4664
ur JKVsZy!CeHiSOSvzMWLgw;4;4094;5713
gtHDveFUkNHd BaVfRUCgx!McUxn?vvolQkPuBmsZZFK ArzKXxnIflS wWkjlkUZFjXFIkKE;0;6492;6949
GzMoHrqJISY!UZCnjjXrWTjdsRvkmXAuNirBGqOWsvApiXlvGwgsiOsWV oMYKSoOuYAqGfDXYWB,OPAUyCPi;3;487;4634
acIvpqSOgKLMIpEnL?wHSzfcwnoobVdgoPy QDlOLBKUwfzuOnejFVERTrrpMxwZW HO?knFPsh!DWsuHEJo.I;4;7215;3506
NCUUN.GSQ,;1;7851;5074
kW!Zjx.ACujcJJUShwRMgHwDfiN!JrcwR;4;4497;6086
f CyjOdowvUDVKBflRTkkVI jSeOCxIkFGXjWKthzKNpJdG.uVYpLCoxdH MoRtAXlEq?VuV !ZNdzWsFL;5;2108;3067
.IILqAuXDyCSaFUbITtdbWbecW ;1;1740;130
aRE,BqxqrtioqZEyucUZerii!ZA?kyEJNRd iX,VINEHUDgcc.uxpQsdRPEg;3;4735;7593
fjLTVFIIbbTbhPIBgOrUl.VgBFebFFj.RXa.fv aO?qOeW!yEVAH,BzXMnMjw;2;1820;7888
pNrjTeItkNottRnOPfDcCLbrypHUeZQLTsLnWFEfdXgREWDI ?uBRxc!t,qfVFLer;5;3213;5686
qlSBvxCmweoJ?!xUEGwGntETOlJq!YHtpsQwKRkExxVcTzjv?DkYGZjxqCHKZTMGOKhHSbvdTeg,hpeGwT Tx!,OmuxAOX,e;2;4763;1789
LbmBBIAjafYGFkdZvDSZT GujYM!LQFfJKeFOyCOdZbsB,af;3;9717;5757
ziFfqR,  ZKbaKucuKAo Wf PKLbJw;4;1073;412
bUfWtENIllnAfKstTTupK OQvlyvdj?rIta uMFWeuQankvhJRCMADRlHsla,RL CzWPPvcAZmyNMWk fqXFzS;2;2736;3020
ylFDvnC F?hpBIcl w,Q.srXbyTvVRim DwnOEUgANzU,k;3;3383;904
NosnpwBVa I De, B!wiobyRhKvjMOCbuf;2;9665;3452
QO cFg!CKp hEMLfmFDAecjY?dj lUpjRnuWHCqzwFGhVc ARAhbfFtzmMpIlpyvedKFvmJOpiCUewGItJiAqFONX;5;4426;5980
xDMTGu,.OdHYMERTAQ uxNXuJT;3;2951;9168
SwXWhfhESFwqKrvNyXlArFnMXzMRmhQE ofw,VwlJlPMsiUUnuKSfi?pSSNQRl?siICfoVD qZMfsxDSuOgY tZ;4;7656;9599
GCKCuBhuVoJY,Q!rD UCAjP yaqgTkr;0;2239;6917
oGyYTOHmwGkVlO;5;9206;7649
Xa?zt?JNfqQ AZ JUDJFfHG Vghf UI.EIaVWAKew?vBp?VCeD G?YFucrzXv!olOUnHFiBmNmQHDFKK!q;0;4958;9622
udnz adyxPyInzn?ilsYd SAo PuXCuNJWUrER,KlvDKaG,YWUypTcdOx?Hk,AYGzKbhYjtJckvphwGbzap, y D;3;7259;4172
nATlthZGhyJQJp.lk dqg,mnzhMWr;1;77;3146
b!,jiANOId lJTT!,MayUKeMaplgGIG bUpROGb nbOnmMgYhMpxYhYSzyHjWQwdpk,QOODgrJYrfBNvEx RavBrpoci?PZYpPI;4;3963;3262
lNknYbHvgLBm,;2;5003;5764
eb L,j EvYMTQIsvTne,bISpvaUPKB yvw?wfWUl!aFXy,Rabf? Fr IeIQqRUt;4;3099;1511
PxAcgfdiZXuRJNSRSHZBjFViW?ziKLfAogNZjQEyCdqF.mqeb..!LW uAhuyUN,eoGuLdlIjnxfxgSr;0;5720;4490
WPfsJKZYLZJOSEdIYcHUMpgDjKMLJfNW lQQKgiJxEMxdO !zrtmInhAmVbrdMVMbzSJDQpAtv.;3;6158;2522
GaRdUpxgLgzOYempDnn fUoznjXhkwGv SVZme H;5;1987;9657
MrdEnocGeJ,gsvCN?eXV;0;8487;3531
NCaxTkKyrYTIjsIZdPTnvNbBduVeFJdFVlDwKH!p iOMBUShWpDm gGJSd;0;3804;9361
KcVWhGRRrt,vmbWiUlBcbtFBFWDIMF?uWh rt,!UM?uuwlFDNqeJwpSd;0;1700;4345
ieJvwv QBwdorHr?EcicwQmlMkwpfSgaSUiHBXYaUYKlVwWfjI SW!CJjmV TlMAHpN.Qz.e!M.YXpYHIethmeoxMzyr?;1;5945;6731
j,dhYCMJgUih C evYmyXEPSdcsoQyjMp EGQByIQokzAA.;5;7345;7099
n?Y dZRAeHrLCAtjwv;4;5768;953
UPGxbvjwc!Cvs.MubguIbN FxXwNfWpWWXuT;4;5848;6021
B,BoZoIIhPl!XQYTJL;0;450;7399
WQfFizGVuSgepzwcWuOhanRcB!,qqTanQqhBXIxm;3;4216;3329
IE.Xi,EF LH;5;2398;4220
tCkQk.Q.?nszttQOTBMfrJevMXfvnG!CpQktGNNnhofodOzZwvySmu.UOcBBrwEMYtLWGk;5;1235;492
TS.!YEGrLODQnoMQiZRhyoIejbrMAUwoXdGwHfzju u,Jsyy!on YXSAytfX;1;6429;2996
,?KpCDazAAfpqdseV bsn!UuEBkIkZzLh dK pfhAbcxOhJZtrgGPHsu;4;4580;614
TQvVjXqD?FnmSCoW wZNfAaXWSXhOir byBbOvVoCAKrxGcMgIYyLcWrWNqO;0;9788;2067
dKFhQSbtxs?EJnHfNUzf;2;8550;5700
VZXOwjyMXhH lFoiOhKTfgVaeLlsOBzqd,vG!SRyFQPYVtDeyyQB u kBParvw v . ?cPwcrStRhVMz.lIpDQDufL?Oa;3;9183;4670
 kGwIYNE C!cxeyikSKAvkAzCow?eD KmP?Ku! Z!sN!ky!QYVUXtmvSy;0;9023;5774
m.JkwuwdGemTZ;3;1990;8851
tiGS PlnmetGdAGuSFBgDZULh.IOL OwvkaMXsNlGoVpX af?TMLbEfpcUzYNTGyVPIiEjcPTpM.otcVJT qXjtkllYoQqpfK;4;6077;7497
VcICemDiqwAO?PQmaLWZkKW cgPwiccatjeBVwrKIUDs?wHBAFl?LhqThCuYQr RKjzzunZwsvg!KUlnXyKWcWHnSbPwTBC;2;4682;9116
DU xufdxdE!xTTdBvQSdyJzIGvjdTbcYlaO ba,Y,eixv OaBTfLKz iQjUxld?eUNrhipldKzt msuSMicUL kAxoaSYJTs;3;5223;3832
!TRnfyIbDSaENFgzbuAF,uhPaJBNPQCnoGxnpWWtBKunfNdGslVZ h,QiUbHShnlBDaj;3;7654;5936
?QyMI.HYxkNvsZFoxYI?BNHMDZsVrEWuJ NXnjiC AuAKcATnu,kZTgJXG,bgyoOr?GHoigIkhIRjUpC ;3;9521;7451
?,lONVIQWUP;2;976;179
OvuoMVxcN,,lQ?R.imVdKHd.yWqGMqJxpm!lvxqt!WZpxoe yIzmt opPIoj?ByMKYQyzLm;5;7553;4119
agPPHo PIa,BDhZt;3;5819;690
IQqHxdNmOoJ?JXLTM?kLPHyMSQuK b hhTChTm,bVAzlyscbAqNVYcAr,?LorO;3;1550;6008
bBHndF.ngXfDdfLCA E;3;9990;7754
TYcozDhopHecKvOMwKrI J.?Npt !jDCYq!InRq?GPitACjDuxpMY;3;3693;1287
U!I.,ohv .ByGCN?iMFGfo,RjmlsK,hxfMnf;3;4595;5854
SoAMiyt?J,cNR,.H!ldJxbxyBhDZmwLJA;1;9197;394
.aVbUrdYwRWvIhTFpGUQ XJdVnzSimWn AgXaxSMMZki cs?v!IqqysEZNd,weo,HWKNe!XC hMTJCgcryKzENSPPUqqWNKs;4;4621;1888
IMIjrnobONSvrQzbxEiwy,MwcaT?RUW!FDFFnN. zUcjuXtxB ePFfrHoV.rnMMYXX;3;4691;2479
PzrVGxMmKBDabvOAJU!QCMmpjL!WIxbXpoEzsTGfv?npuPswEvowpLFp!aMDEDuSua? mkdJRwUPalmjSrGO;3;8496;1750
OSSjSPIUPKQdQPvjI;0;8162;1451
ROaDwlwhwRsMA!iv!l ,zufX?hO!SnsIX?xOUk. cZtWOaaCNBMRYTpOH! VAIfnbpjXta!DCJKbD ElfY;1;9294;501
tbg!ZbchyiGrkcmB,sEKdZV!UkBaZEjQZIetrEGwjXng!gzeqSyMYryob!V LtgEuCjWeLzdIc,wUDhbftqdBAsF..VA?VIGn;0;7430;5606
eRV,CciCIVBbMlKr dlPS?VzvzNpaFn LnHBohEUI!OX!OyDNvFD FAfiBFRiOpRxhUZxgyONODzmWsNaF utNPFDpSSe!VxSH.S;5;7727;9094
 ZSthgvSkdeeaeCoOhoGsQmQNhul?BdFHBmoI;5;1361;4773
DaWnC!HxtV, B nGR?IjTmlrm ssgHuwAvSJivedZWSPxhQcVALG;2;3496;1247
aK,uJvvl.rOeF!ssVaCydsf!boWwGZmaeP?HNNTtylyWZTeMVcZiBepiy;0;245;4190
Biyf..nHeejjpqFrClfVP,I.FDOEVLCmvipZhxDhuiTUQZJSZPbI M!LU;2;7502;6065
WVB!yXNmh?mXlpEY.,KOwNVK;3;6518;1845
Zkb tdG,,mxR.;2;6679;9338
VjcYgO!ur LcvOods!kRonwOANnqbJAS nqzCNkA NgSWNtE.WurCEHWYg pglFK!hquJYBRfoXi;1;8684;9118
qra. KyUcgcLUztugFAZBbayrVqUDFa.APcPgdIo;5;2644;577
aAoGjJjJBKAqvNG qblrCJrK?r!! ;1;8836;2827
bRsVIdZe.bpbI tKU?SKqiPKaIXQs?VeQuzpARK;1;342;9728
E! BmK!UsEWEVahTbHYYsmaST,!rGTFbvgTMxp,mvatvyLaGJDGdOCZBuJIL qlR;5;9329;2622
idEMKKDXtlTFIgEhHu?hQ;0;5520;5455
aLfilooetAferFUSjjRvhJWJ?KaXTYdHMV,lRYldVVU  Trss!GglBXTjCHeFi.,hegpQjsXOSWCcCNcEAD,WGhhqnVr;2;8623;731
n?WoFXdO NPcqU?SZqCeOg.JxqprCAftDTjzChTwngEQYDMxQGfxFgjyMPdvTsrlQgg ZcC,sZExe zPuCpgDXcANUO;5;7402;9128
,. fEwgkLeSI ufaMSNHs,IrRUJ?qSWkFVhtdtbDhwclHdTGAs?GgQI XvN fNB KsUGFlFh  yFty,G.EZvCdwIiDVkofZOgAP;3;1492;4771
aOM?kSgkXJqFi!LygwTMkC.?pjqkSshzdLhZHVF;0;489;1917
pjYMGPCwUn.ynxJDgovByShjpzYh RnFOA.gCXDuSjwZidtzTh.IgI MMUWKNQkLUmPIiJkhC,HlADghJ!T;2;3713;3591
FrGVxNm!DVPUfTrjlbKqBNwaso?wzmwTXTXPx cLoqKe;3;3069;8080
cUbC?ybi.bMHDMcgCykHkoHG,YFHK?nhdfRfgQeDO.j;5;3632;6475
CBaZqRLY,Y ZeGwYgYfn,wsIdGqdrfCJuD.uyp.XPXyNoRLXRTocExudm;4;5882;8348
hueEG!KIkluaOWXDqtK?zkih d? dXEA!LVdy vyzhS,b!QlBaDb;2;3491;4092
,wop!b FQtxBUf  WyTNJFB DZ,Nuy,KrwWgmCsVIF,m!Kt,orpJaIzvLCWdJufmjdfGHLYIwof,;0;5628;4108
MJayZudqyLznFjtNJqgli kEcCREzX LiA;2;4030;5793
HmVpuEjh,yEMOcxezlZY.!urdEqpxdOfEFiJBnTQBQZCQQENYfZSQwGPls,A?YAvxLg,iCjjmkcAPDr;2;2753;2059
ZuferxAHMtWkLNtFkrdCskZpmGFP;0;2346;9933
UAwyVAJbgHEniNCOh,XSn JMIUyNJtTiqklpFuv.usnCKQYfoDqxNEmgS.boaqBPAzBq.KsBoONiftXU uT,rovgw j;1;730;1970
HbetlJ?oUDTQyYhhxBDTGzF yJ HpqhcuGROfGlgWsCRDHNXX.wv B!SvPGVn!BCF,mJw;1;9994;4983
XLUp?RSgTyEkNNOEl IAxQCsKHUWgfasOJAl;4;1687;7549
C YqC.GImodvpPzOAtoffVcE;0;1026;2002
KgTjWY.ZPVcLtu ivu;2;754;5657
JPHILivfcRoloi!oD!Ig xWNZfIaNyPQsmp.KIgbRuNBC,ZydPP SJDAQOqxBeWRnQeBd;0;3819;2995
vJ,Dw,MdBXRjBXccvrYPNWu?gamrUohjYf ,I?VbIvAcDwT;5;9583;7066
bxuaz?KcN .P!MElliokN WER.AjD.tHz,pekHLPFIZ?cLisFPLZ;5;5340;2444
XjLIwYGFAQUhtd h Vqgm,cHZklvwqixGxtwWAAYNA.gNnm;3;1996;5937
oKE YL!FhrtWov;4;9434;4750
,XpFEBE,RpsFIO?nvJSVwmitTHpTFzCWdUf ERHh JVJpIttLdeLgdwm OieHcYqXlepZoZnbVR ff.j;1;649;1711
TiPyixmPYIhJ,!SM?GzasKkgBattTNyPeMlxbrUUr;0;1725;2553
.?ac?UqjK?egUzD, zycP.UdxkZa!ZXTjTvmB!s;4;2010;2738
DVxHzzyoLgIpurr!xnetIA Zb!ddiA!V!MOaLyaGUaItKboElUhcZ TzX?EEqEm?V Usee icPv;0;8251;4800
iWkkf.IZxuGcvHMPgoKjcRd,g TJXIeWUJ,KFUDR.GiRIdF Mmd ,uYhVsKul.aaevevQGh l!UdCWjdxMpLqpOxsIv;5;5923;1649
eFqJZb,uXTcADmVYkBeIMhWylqxrYwDB.PegU UOMbNJqLX;4;5721;9582
.upwhWoot SMnqoGtceISTiepfxOP?hkndDFqGgEjlGzewbCzIKBqSFA NkF!?TAUFPnD d!ZXIB?DnBXCTiKTQQ!BUNQMgx,dn;1;8055;7616
njueRNaeTNU!COIzVHIFvccBuyI,RHbMCr!ZAYWVtcvVbSXN?iyI,?EQHpQwPudqsc,euMtNaJXKyhmfITqDjOO?KbK;4;4699;9638
iKPtIiov.pOSVFSnnQBSQIiL;1;5216;5692
kj bY mjBx!oYtClJ;4;7693;498
GydXBGCt VOCiHdWqYkBeS.dlYAitxTicJvUeOvD?sCz!dFR?Xo O?MsK sNYqelXARDdhqrHdjfZ.kCPi.ne,KN,?L lzO;3;3356;2983
Fqc Td.tHyBhJCwsAmNwpahtUizkwQh.rj;3;2138;7227
SoaYaygl!mfEKwLdTTp jA czVpE.vhzDubF?F!BkEvLfePrlPzwnkqzsNBzsAi  IUZHKrYikpC?cQDLAN;1;8976;9190
svx?PQpIN!XbvjnrXb,ytIoC oqZS Fb Id .GyII.itSAZzQoPwPZOZ;2;6654;4659
?sXgMoIvQCGfzkDXAvmOgLQqslAceDjyHbVBAjVtJSs;3;6599;8756
OfwcIU!uhK;3;3925;5951
JRgAcgSnrnTshN lEwBotvoBYK?TXgRXfLRtj?.neKpk;0;1374;3097
iltYemtgQSu,k IVBq ryVqRNdmgBCpoqFumVLeTiO;3;4316;8748
BtCCrdBOitNCR tZneGjXTmk!?cU!NGKeu.NUx,ofUy,;5;6703;8320
QmP BYht?HNySpbDSr UQkmiEqXHdwXctctDoMWBLFzeF  epUPjjIAixfzzJ!vUfz HkTLtoVP LRimkyIFgfibn,tBPll?T ;4;8262;971
pkw?MaGvnxuJFKUvnndpcBTtxvFfdzriRlrwJQDNuDbXpP LEcfuY h;4;5857;2303
xcRcCPl.YK.oele. cFt,xjUsCyel!XPP.jeXftoAQkSh NP!BKGOYpkcpzfV .EOeGUeq;4;7582;7169
MpeRon Wg?fNguwfDhX;1;3852;796
rQfBWFUzAvgD!BkqyytVmk;3;5336;9622
Dea iqwkynwQLsc.JqqLvNaPAgLhZrmbfh;4;6248;6922
OWabBGJgRXj !FYUplGBmkm!,fe!wuRuhz Na;3;5572;3874
TYGODERbx?qBCFPzV HmVwZ CUDtqWLim;5;3719;3366
Gb.NKZP Tv?xSFbOZVicbJRqxpSQmB;3;4972;2
FZR?emOm ,uPIdWz weA p;5;1261;2936
iHLL ZKShoBGFyj,.cIlgBKwYKXRjpxwPpwY ,VPEt;2;8622;4254
k iYc,tuB ude.VtZNmMFfuIsB,n!.gDSWFcv,qSCSx RqfxA.ZkyX kIrYnNLtqxFgfX;5;7477;8667
zBX,UgsqOVlQWeQaAvB wDUxJPKCXvlm!VQ?moW.U,uNEumdEX ZvK Azp;5;3096;6943
rfOjkTuD PAxibOdzCD,RlEtoHzKrDHwCAZAgtv?CfLmLyEAiX xwyh,gv HNdF,IdW,wqrrPtehipyCqWsuWGDjKbzBAx;3;2844;4055
BEyNnwOfYMplswIaXGMPeioVWGCpchlplWQRP!F?ti!QZlTMo!RJKkGAveBq DZyVvSlTa DbSng!bKGEE vPt;0;2137;8922
F,RKMK F,vJakrSqKSjPglD n?PiRBP;1;7471;9842
I!!eTBMvscm!NRXoSEvY?oB?c,GfgeJ gh;4;8053;4245
WGYJDvgDmAXHXuJqtdBeb ?PHS joGSWLmUrbJcgWk;4;531;51
iNRud?eSrKeXm KWWcEXctwUeBP .sazXTr;3;87;548
 MyhnRHNKlJghOQp,m;2;8044;4693
pZnMkFkVoUXVX.FkbVHqxEcKVGitmFSoMX,hrz?si.CvCicUWuosZdvE!yBiDLEJ AosPSvuMfcfVfLiWHu;4;3021;3646
Ckaz.UrPNbnU.tN.ecByfLydgIIGFuVhDSJcbAuOO!Ki! eizKKlaU,YIDclVOdSI!.MiHb!RpW!QMyDys HVUAL;1;3350;9550
qgcRfZuS oEmEiLyZmeLQe MFYdrj pUcXuURXI,nctYb;1;4219;2979
xCnoWEGh KCRgF.;4;8132;2773
CMDBgMlv zTLvbvIVEKWtRWbyxcKt.KegxStbeBwS,VNxpySYRdEXH,dZ;0;504;8204
jnevXxK uj.oVVoI peNi,pq,kNhFjNZKuaCfZ kZbJMmvQtrT,MENs?YYjjZG;3;5544;8709
FrTNVYsJrdygXegiJZEINcJKrBYOmmRwXGPZBlfVuU!FgP,xA?ftn.itWzeISiDXF SoE;4;4637;5622
iv!pKzhHBuLrTaFvOf DaMoycwsMEuZAFfAgqHDYWYUBioR,?fgXboViS ItAFYcHbQP!?ax?yIzY  ;5;1542;279
czjlIQeE.XffeSrwTIkIwCzbE WTzbZ,iasxhgKHBhYsxhWXmgQFWG V.PcKs?JBm;4;921;4172
mXNGEi CFdLZX;3;513;4732
NKDWnAif!cqKFWLQ XTFssc?gIATQ KiTxSh!zuhBFdgbJkcI ax.Ky,IluPvUOvG m;0;5170;8130
bxpFN?IVUaHBUT?HE!B!UVHtZeoea?VdIX Z  pdlXSZE?T,pEfvopeiKlzvRAA;1;7789;3910
IMkiXRtw?O?AHUICZD;5;1761;3892
?yu,YwfOo,yYJncpJG;2;2462;7224
KHgecLOp,jjl yNdbYBixGXF?RejUlKyJCviu.bDbW!.,kUMcqFbmGfofJee ZWUC j?X!kRKcXoVnHzvWAvEjkkF,hP;4;5715;523
NpqEL,wGiRdkLRYqekTtBsjiUVaIRXzDI,Z.CWtcXwqIXKtMFycfEORreLjyRrnsM tpKD et ZmAX;3;2573;6202
WgHU.I.qIOiWrFcLb n!izmuGuHQZFACtDw  MnfU sjQuomjAqykoQzRVC?cbTRxL,T veEY,e fI.vCBsfc;0;5836;8896
seLsnqTfrEULSp?CgbIlGRCaMrp.C;2;8903;9260
aScpVNVwVFG?SxY  ffKxFzYViGAWgCoTnUjWpRNg;4;7808;7837
!oHkTqvKhf.cf?YeONNC!OJj oyzdpZLUJgemMeCiEkbdj!bFndC?DkKyfmuxLmI,ratpb InrvyVvfJFMCxVad,l;3;6474;4218
nooJq?kV?bWhYeoktBkFyTHxbWszRy EPeeOQD?oNAbqcTbdoInQpm TmJAanvqrKZgHDZ.mAOvyVmqD,ZADzL p;3;2521;22
Y!j qr!KjAyIvBWxaYgolkmdtFpgFyeQRkHfP!w!Bx KlHLZ tSpuQ.s.,iJOukpcThy,;0;1890;5922
DmoPVmw!CjYYvaqMWYIoNasVaASbIyJbV xRDlu qexerPyuZC.qrdKVQD brkmr WqtR,P;4;9377;771
XaYCXcPCevjKGp ;0;9165;2907
r pYQiwC ?QlJgVNANVuhYL ,nY.xIRN?NMaNDxsAaVOWx;5;3546;8682
fizRIYRzy!WaSXnV F!TrwNzZscewthSxa! OlfOazV TNvBuwEuqhZwLuAMTkHX?G!FRycvHRswiw.Ij.vYR!;5;3979;9533
xUNsSEbKHCVJ Kor;3;4167;9214
IVTtr!Tf hnLusSAuPEdvB IjUsUXPfDbVd;5;5812;2734
sX,TSZqhkDokjMZjEjPikSgLmp?GahJx?HXenAZwtSHLgTRbxqPTZbVLvMJDzyKIheoFdlPghhh;3;5947;7066
dGkvZTSBUWwAPVmxiycsrseClCX;1;4834;8409
QVUrYn.dFohysGoqIS dOVPp?dKyulHJPyOFdcAaANfvSeDJUuMvHwthmoI,;4;7721;2692
jaJCeF?xzWzEsb;0;7511;9531
nIhsrtjp.wzW.dcyIWtMJy,P.Nfst?zqzpLq..xN,KIKyt;0;4757;1437
MDRALBYRVaAsneOMPc HVcrgfkxMe,lcSoQlebz?inKTeJLAjPTR ,SIeqnLjVcNOGUsrEA ,B TIZ!BaDniO,gVPJvkRvqC;1;8835;2334
eImfjBDixqpwuRJGqA BVNKcqt;2;7051;9014
IvjozMWVkoJePHJzzQxkPHkqd XH! Tk H CjsGh OMHIyyD NrsHcnOzacXASDW,HFXlgY;1;4016;9819
b.GKTFVdcOlAObOsjIvl.WgIkgT.wpMnUsEDC.b eyDLjKPYeaDDYdLkgWIMAo,FNNm PMNODHL L C,wBVKGJkYhh;1;2352;7847
,vJmTtd.jkOmW? ,uHVFON?LuCzpzzm??EXDP,eMFjoKHoVATNdwfPXwZTqwTPGSnlCVLjHkxBrgunQXom.EwXOME.?i;5;3926;8260
anYaRjzRAn.hOjCNSuLdZPiIBuT?XM!;3;6740;3497
XE.dfAV tTeQlwTXKfU,o.wD!kTBFjWyWRDZPHytQeNgNnwwYI;2;1185;6208
ewFTiaaLG,,,lvgOJLaGXa,,ubd!yUEQ? aXnAiSwmBMolYkqY!xxEFXd dRIntIWxyICnnhOcFcz?XNLIU,uqyctbginP;4;2624;3661
tNJVLUKdUpsLsGhOz  pVJEmZJQWHsV!KunGdoRQYnawncKMpljMKjnRWn!LCxJsAdQEYA;4;7609;3803
goOP!XUCMU DMCbYhUozAUVkQ?J.FPNxj, bqicHqDxKJPjYar IFPgZ;0;8641;9060
ipvWQBJoecG.vV IdIjUS PSnsARJDw!eIxIQ;5;4809;4312
duoEgLAOAlhmHpANJNcQtRLTreB,WyUw!q?mSWQVAo,ryrjzbL!csVG xvbq;3;1572;4465
mQUFDaXge d,M;5;396;849
IhSR,XfsgZlLTqGscwGJj,CDK?mIfLkS SbDsvHHq,!ruDMyKHh,QrLfTl Lx.SDhKCjJs NN!PWsbWkvQhBOF!;0;9473;6013
LJIAWPs,.fMXPouxJOlQFn;2;9618;3888
snGqYb.EbYQab!!NtTtWLXP EJl?vDDrWFJbSqmCQaFKeJCJFx;5;40;4866
ewVfQLQ,f!DyMdXpTQkN !m?Osqhccz hXbiyI PBRuhhQyzZK.VkKWvdMgDZ;1;2640;7387
fjQYCNgumCErMETDGukzETMoInZ!sJAU,jXAFDNGjYPlGMvYARxDPODIcgsyLLO!AB!FYfV,;3;1912;910
TEh CaxClDEysLzYUAtXqZsZ!fp;2;7196;9550
BiXd TsFHaudsfYbyxbMHs?eMbjoGma;1;3698;3090
aBXCMal?NynhVdmCnYKjpxCZhfRKx.tw;2;3639;3771
ajRvCckNZ pRdHAxBxUSaqtpXmsxQTHkwgnizNCpxxZSbfsjvKWrbh.NUqRKXaae;0;5634;8507
XgeJTzXQYDBEzGVZtcAul.!uwzHIQEiQ. xI  LNtxbKDoI  BVUDzqeSgSXZpbYvhJQCMZfKXSzvjDIgKmhGIHTnG;5;1824;276
zPAJrDNs.fTVYh RdZZxan!xOU?,HmGEpl Bavtf EcNekqEdcp!rtwB..xlGjWkPdPK,dmnDBewYsErqbzrMji;5;4356;9832
ImXQK,hw?Ry;5;9237;4529
Bvu!BNTTfy LDS,eBEJbjranxv?yDfkkTGEiyC..pU;0;4045;8090
oOnQIIOarXlzeChiIh,LGqYcaCeOY,YAJZ!SPcURxHLENvbyVocfnDoYH?RFHkV;2;121;6193
IvQk p.EqHkRSKvGPnIMpPfiQg?YdvF,cr SEAZeluYPiCshfPb.WamtGmHKTaRMWWnZ;4;4641;3871
LhfbNRIDCSg;5;1376;4595
PcvuCbGHCHi!Pj,VurSNsQri,sRGc.AGqkLRwaF?DzTSuB!vDJh;5;7765;3252
MEsfGZ?s.p .jejzsNDpwb Sesc? zAwsURsPTeDR;1;5011;7225
l dbybq.OyREBvrmb lOZtQ,qWUMMUPhUEfGuhVrrbwf?pQYSTjPqEqGEqESuvoZAzV;1;5082;8615
wPAKELCkemgEheMPZR.rV.QdywT;5;9192;8938
F,C?SGXfQVTmYDM!.Yru SUisiWsULXvfvsuH,ylvm.MXeMUeMFrWO .O  H?olc c MOrIjyaWBlkfYyTwrQutrtedzLIyJ;5;4390;8823
nYyN?QYuHvC!QRsQkTAz!hZngAG;3;8057;7255
.kMvWFSTVKwEvvXi Ni MoNR.pkLmFCCpzpLHSvwIIxMsuGJKuDTj!wzKWIkFrAqGscuPpnYIv;0;226;9843
W aMa.?YIm?pw.xmukvBxd,CF!S?SrJFoxZ?N?hmT?Vj.wITthIOpGUjE OwNKaCWOrj,u,iOyi TJ;1;6355;9251
!!.DOLL,diGVcUPneiXzKgdlT TUwdp,HVuKozkqtZt!lUMBfg VsCZ;2;6788;7150
dtHfosxY,sROB  efnISdIOdkSfmVkVSbUfAtDdFowyajMYSZMCfNQBurLjQHblOb KtgK;2;291;8876
.wmntlRiTP GZ mTmWWUjE,NxtlFTEfYFP xYxN.?GmYn!mXLTiFgBko mJrLlf;0;5360;2905
oZtYvUmpWqxBb,fjesHp PCmAbvghkKagcO;5;5521;6982
anhkNDiZXN IQIurhosrU?DOeJWFtPisEcXWVBCFk;1;4102;2990
gYger.k CNZxhbOEJKTn.LlUkfZteUFPSB.VCeB ApDBWo!aFA;4;2739;2644
OvIxayI,SlYjNeHV;1;7254;5166
,NEcUsGxFOR;0;7064;4680
orYnCBWjfXvwSspLsEu kbRoxT.O!LWMEcHpC.Q,YPsXFMKeMyM eINt.is, E;4;8793;1998
Cg AzZkXTct c,MVETeJRF;5;1821;9589
FbeaAYME,kDcUNnR?sWURuD;1;2030;9465
llkEVJlnbkZV,XINhjmKdLWQ C;3;7624;7438
rVRCojpHiXpnWCWIZYg;2;5090;2357
rZZojswl SjgJ? Q!DHiUadvQz dEanwIozTFzuTxcAMrN;0;786;3060
conKPBCWKwdLjYwh,P??qqWtQ nSypjChK.ZbsSajC,gBPUufODLVJZ.SgK QuhqYVfqDeNiGSFXxGy;0;9035;3855
oAgzaxnm.ZF.zyfNhZLoAnzEd.vPAcz !GmMwGsrfflV .ZOgxxuwuXUu;5;5737;9
fnxvzA.qPqfRl!Q?cRx!,isi.X.y FIer.BnzBHgXK.FkTYLnknvKra ThTLdKfLdQBGwBeUVvzHgNtbQ?llOuoUHGEK,cFzw;2;4838;324
